,,,,,,,,,2018,,,2019,,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014761,DAT-VA-63,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014858,DAT-VA-64,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000006115,DAT-VA-65,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014760,DAT-VA-66,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014829,DAT-VA-67,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005806,DAT-VA-68,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005809,DAT-VA-69,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014796,DAT-VA-70,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005801,DAT-VA-71,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014874,DAT-VA-72,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014856,DAT-VA-73,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000006508,DAT-VA-74,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000006125,DAT-VA-75,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000006123,DAT-VA-76,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000006114,DAT-VA-77,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000006490,DAT-VA-78,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005818,DAT-VA-79,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005798,DAT-VA-80,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000006105,DAT-VA-81,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Inductor de calor,JORESTECH,IND-100HA,AX502204060176,SMI-FR-01,Fabricación,Acondicionamiento Primario Llenado de Frascos,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,14-ago-25,
Sensor de presión,ND,ND,ND,SEN-DA-01,Desarrollo Analítico,"Análisis Instrumental II, en BOV-DA-04",Calibración,6,,,,,,,,,,,,,,,,,28-ago-23,,02-feb-24,01-ago-24,,04-feb-25,04-ago-25,
Sensor de punto de rocío,CS Instruments,FA-510,30210709,SEN-VA-01,Validación ,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,11-ene-22,,21-dic-22,,07-dic-23,,,04-dic-24,,,,
Sensor de temperatura,SENSEWELL,"RTD,PT-100",R9513,SEN-FR-01,Fabricación,"Piso Técnico, en UMA-MA-03",Calibración,6,,,,,,,,,,,,,,,,,27-nov-23,,13-may-24,02-dic-24,12-jun-24,03-jun-25,,
Sensor de temperatura,SENSEWELL,"RTD,PT-100",R9507,SEN-FR-02,Fabricación,"Piso Técnico, en UMA-MA-03",Calibración,6,,,,,,,,,,,,,,,,,27-nov-23,,13-may-24,02-dic-24,12-jun-24,03-jun-25,,
Sensor de temperatura,NOVUS,RHT-DM,19191865,SEN-FR-03,Fabricación,"Recubrimiento, en REC-FR-02",Calibración,6,,,,,,,,,,,,,,,,,27-nov-23,,13-may-24,02-dic-24,12-jun-24,03-jun-25,,
Sensor de temperatura,ND,ND,ND,SEN-MI-01,Microbiología,"Preparación Microbiológica, en REF-MI-01",Calibración,12,,,,,,,,,,,,,,,,,03-jul-23,,,01-jul-24,,,01-jul-25,
Sistema de filtros de agua,ND,ND,ND,FIL-MA-01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sistema de filtros de UMA´s,VECOFLOW,"HET5SAML1C
HET9SAML1C",NA,FIL-MA-02,Mantenimiento,"Piso Técnico, en UMA-MA-01 y UMA-MA-02",Calibración,12,04-Abr-18,,,28-Mar-19,,,27-Mar-20,,,29-mar-21,,,28-mar-22,,,28-mar-23,,,04-mar-24,,30-sep-24,,01-sep-25,
Sistema de filtros,ASTROCEL I,Tipo C,ND,FIL-MA-04,NA,NA,NA,NA,,,,,,,,08-dic-20,,29-mar-21,,,28-mar-22,,,28-mar-23,,,04-mar-24,,,,,
Sistema de filtros de aire comprimido,FESTO,"MS9-LWS-G-U-V
MS6-LF-1/2-CRM
MS6-LFM-1/2-BUV-HF-DA
MS6-LFM-1/2-AUV-HF-DA
MS6-LFM-1/2-AR-HF-DA:*W",ND,FIL-MA-05,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sistema de filtros de aire comprimido,SMC PNEUMATICS,"AW-20
AM250C
AMD250C",ND,FIL-MA-06,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sistema de filtros de aire comprimido,SMC PNEUMATICS,"AW-20
AM250C
AMD250C",ND,FIL-MA-07,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sistema de filtros de aire comprimido,TIANYU,"AFR 2000
AL 2000",ND,FIL-MA-08,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sistema de filtros de aire comprimido,FESTO,"MS6-LF-1/2-CRV
MS6-LFM-1/2-BRM-DA
MS6-LFM-1/2-ARV-DA",ND,FIL-MA-09,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sonicador,JAJA,575HTA,05HS62305,SON-DA-01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sonicador,Branson,2510R-MTH,RLB0506053210,SON-LC-01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sonicador,Branson,M8800,BGQ011948220B,SON-LC-02,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Sonicador,BRANSON,CPX8800H,BGS062121820B,SON-LC-03,Control de Calidad,Análisis Instrumental IV,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Tacómetro,Amprobe,TACH-10,19060022,TAC-CP-01,Gestión de la Calidad,Control en Proceso ,Calibración,12,,,,,02-Oct-19,,,05-oct-20,,,12-oct-21,,03-oct-22,,,,02-oct-23,,,03-oct-24,,,,
Tacómetro,VWR,4060,72571817,TAC-VA-01,Validación ,"Móvil, Almacén de Validación",Calibración,18,08-Mar-18,,,23-Mar-19,,,04-Mar-20,,,05-mar-21,,,03-sep-22,,,,,,02-mar-24,,,,01-sep-25,
Tambor,ND,ND,ND,TMB-DF-01,Desarrollo Farmacéutico,"Móvil, en FRI-DF-01",Calibración,12,,,,09-may-19,,,11-may-20,,,10-may-21,,,02-may-22,,,10-may-23,,,08-may-24,,,05-may-25,,
Tambor,ND,ND,ND,TMB-GC-01,Gestión de la Calidad,"Control en Proceso, en FRI-CP-01",Calibración,12,,03-Ago-18,,23-Abr-19,,,03-Abr-20,,,03-mar-21,,,01-mar-22,,,01-mar-23,,,01-mar-24,,,03-mar-25,,
Temporizador,Autonics,LE4S,20031A,TPR-FR-01,Fabricación,"Mezclado y Tamizado 1, en PAN-FR-03.",Calibración,12,,,,,,,,,,,,,,,,19-may-23,,,02-may-24,,,02-may-25,,
Termobalanza,Mettler Toledo,HB43,1126120655,TEB-CP-01,Gestión de la Calidad,Control en Proceso ,Calibración,6,15-May-18,12-Nov-18,,23-Abr-19,02-Oct-19,,31-mar-20,04-sep-20,,05-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-AL-01,Almacén,Almacén de Materia Prima Aprobada y Cuarentena,Calibración,12,,15-Dic-18,,,17-Dic-19,,,14-dic-20,,,09-dic-21,,,02-dic-22,,,07-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-AL-02,Almacén,Pesado,Calibración,12,,02-Oct-18,,,14-Oct-19,,,05-oct-20,,,11-oct-21,,03-oct-22,,,,03-oct-23,,,03-oct-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-AL-03,Almacén,Cuarentena de Producto Terminado,Calibración,6,,,,,,,,,,,,,,,,,,,,05-nov-24,,05-may-25,,
Termohigrómetro,Extech Instrument,445702,ND,TER-AL-04,Almacén,Producto Terminado Controlado,Calibración,6,,,,,,,,,,,,,,,,,,,,05-nov-24,,05-may-25,,
Termohigrómetro,Extech Instrument,445702,ND,TER-AL-05,Almacén,Almacén de Materia Prima Aprobada,Calibración,6,,,,,,,,,,,,,,,,,,,,05-nov-24,,05-may-25,,
Termohigrómetro,Extech Instrument,445702,ND,TER-AL-06,Almacén,Almacén de Validación,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-01,NA,NA,NA,NA,,22-Oct-18,,,14-Oct-19,,,05-oct-20,,,11-oct-21,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-02,Microbiología,"Microbiología, en REF-LC-04",Calibración,12,,22-Dic-18,,,12-Dic-19,,,26-nov-20,,,21-nov-21,,,08-nov-22,,,03-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-CP-03,Gestión de la Calidad,Muestreo de Materia Prima,Calibración,12,,30-Ago-18,,,20-Ago-19,,,11-ago-20,,,17-jul-21,,05-jul-22,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-04,Gestión de la Calidad,Museo de Muestras,Calibración,12,,06-Oct-18,,,07-Oct-19,,,05-oct-20,,,11-oct-21,,03-oct-22,,,,03-oct-23,,,03-oct-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-05,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,,06-Oct-18,,,14-Oct-19,,,05-oct-20,,,11-oct-21,,03-oct-22,,,,03-oct-23,,,03-oct-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-CP-06,Gestión de la Calidad,Órdenes Surtidas,Calibración,12,,16-Nov-18,,,13-Nov-19,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,03-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instruments,445702,ND,TER-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,12,,,,,,,,,,,,,,,,,,,,24-jul-24,,,01-jul-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-01,Control de Calidad,"Análisis Instrumental II, en DES-LC-01",Calibración,12,,16-Nov-18,,,13-Nov-19,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,03-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-02,Control de Calidad,"Área de Balanzas, en DES-LC-02",Calibración,12,,16-Nov-18,,,13-Nov-19,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,03-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-03,Microbiología,Preparación Microbiológica,Calibración,12,25-Mar-18,,,,07-Oct-19,,,05-oct-20,,,11-oct-21,,03-oct-22,,,,03-oct-23,,,04-oct-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-04,Control de Calidad,"Disolución, en REF-LC-05",Calibración,12,12-Feb-18,,,23-Feb-19,,,24-Feb-20,,,25-ene-21,,,26-ene-22,,22-dic-22,,07-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-05,Fabricación,Encapsulado y Abrillantado 1,Calibración,12,,02-Oct-18,,,07-Oct-19,,,05-oct-20,,,11-oct-21,,03-oct-22,,,,03-oct-23,,,03-oct-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-06,NA,NA,NA,NA,,02-Oct-18,,,07-Oct-19,,,05-oct-20,,,11-oct-21,,03-oct-22,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-07,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-LC-08,Microbiología,Microbiología,Calibración,12,,02-Oct-18,,,07-Oct-19,,,14-oct-20,,,11-oct-21,,03-oct-22,,,,10-oct-23,,,04-oct-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-10,NA,NA,NA,NA,,11-Oct-18,,,07-Oct-19,,,05-oct-20,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-11,Control de Calidad,Almacén de Reactivos,Calibración,12,,06-Oct-18,,,07-Oct-19,,,14-oct-20,,,11-oct-21,,03-oct-22,,,,03-oct-23,,,03-oct-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-12,Control de Calidad,Análisis Instrumental I,Calibración,12,12-Feb-18,,,23-Feb-19,,,24-Feb-20,,,25-ene-21,,,26-ene-22,22-dic-22,,,07-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-14,NA,NA,NA,NA,,16-Nov-18,,,13-Nov-19,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,03-nov-23,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-LC-15,Control de Calidad,Estabilidades,Calibración,12,,06-Oct-18,,,07-Oct-19,,,14-oct-20,,,11-oct-21,,03-oct-22,,,,03-oct-23,,,03-oct-24,,,,
Termohigrómetro,Extech Instrument,445703,NA,TER-LC-16,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,11-may-21,,,04-may-22,,,,,,03-feb-24,,,05-feb-25,,
Termohigrómetro,Extech Instrument,445703,NA,TER-LC-17,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,11-may-21,,,04-may-22,,,11-may-23,,,06-may-24,,,05-may-25,,
Termohigrometro,Extech Instrument,445713,ND,TER-LC-18,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-feb-24,,,,,
Termohigrometro,Extech Instruments,445713,ND,TER-LC-19,Control de Calidad,Almacén de Validación,Calibración,12,NA,,,,,,,,,,,,,,,,,,,,,,,
Termohigrometro,Extech Instruments,445702,ND,TER-LC-20,Control de Calidad,Área de Balanzas,Calibración,12,,,,,,,,,,,,,,,,,,,06-may-24,,,05-may-25,,
Termohigrometro,Extech Instruments,445702,ND,TER-LC-21,Control de Calidad,Análisis Instrumental IV,Calibración,12,,,,,,,,,,,,,,,,,,,06-may-24,,,05-may-25,,
Termohigrometro,Extech Instruments,445702,ND,TER-LC-22,Control de Calidad,"Análisis Fisicoquímicos, en Recepción de Muestras",Calibración,6,,,,,,,,,,,,,,,,,,,24-jul-24,03-dic-24,,03-jun-25,,
Termohigrometro,Extech Instruments,445702,ND,TER-LC-23,Control de Calidad,"Análisis Fisicoquímicos, en Muestras de Grupo I, II y III",Calibración,6,,,,,,,,,,,,,,,,,,,24-jul-24,03-dic-24,,03-jun-25,,
Termohigrometro,Sper Scientific,800027,ND,TER-LC-24,Control de Calidad,"Disolución, en REF-LC-05 (Congelador)",Calibración,6,,,,,,,,,,,,,,,,,,,,22-ago-24,,14-feb-25,04-ago-25,
Termohigrometro,Sper Scientific,800027,ND,TER-LC-25,Control de Calidad,Almacén de Validación,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instruments,445702,ND,TER-LC-26,Control de Calidad,"Área de Balanzas, Estándares secundarios para grupos I, II y III",Calibración,6,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Termohigrómetro,Extech Instrument,445713,ND,TER-LO-01,NA,NA,NA,NA,27-Feb-18,,,23-Feb-19,,,25-Feb-20,,,25-ene-21,,,26-ene-22,,,,,,,,,,,
Termohigrómetro,HUATO,A2000-EX,H2000JA095,TER-LO-02,Logística,"Móvil, Transporte",Calibración,6,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-01,NA,NA,NA,NA,17-Ene-18,,,,,,,,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-03,NA,NA,NA,NA,17-Ene-18,,,,,,,,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-04,Fabricación,Almacén de Material de Empaque ,Calibración,12,,02-Oct-18,,,14-Oct-19,,,14-oct-20,,,25-oct-21,,03-oct-22,,,,03-oct-23,,,03-oct-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-05,NA,NA,NA,NA,17-Ene-18,,,24-Ene-19,,,22-Ene-20,,,25-ene-21,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-06,Validación,"Móvil, Almacén de Validación",Calibración,12,12-Feb-18,,,23-Feb-19,,,24-Feb-20,,,25-ene-21,,,26-ene-22,,22-dic-22,,07-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-08,NA,NA,NA,NA,,02-Oct-18,,,14-Oct-19,,,14-oct-20,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-10,NA,NA,NA,NA,,06-Oct-18,,,14-Oct-19,,,14-oct-20,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-11,NA,NA,NA,NA,,15-Dic-18,,,,,,,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-12,Desarrollo Farmacéutico,Desarrollo Farmacéutico,NA,NA,,30-Ago-18,,,20-Ago-19,,,12-ago-20,,,17-jul-21,,05-jul-22,,,,01-jul-23,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-13,Validación,"Móvil, Almacén de Validación",Calibración,12,,22-Dic-18,,,17-Dic-19,,,,,,,,08-nov-22,,,,,,08-ene-24,03-dic-24,,,,
Termohigrómetro,HUATO,A2000-EX,HT21161663,TER-PR-14,NA,NA,NA,NA,,15-Dic-18,,,13-Dic-19,,,26-nov-20,,,21-nov-21,,08-nov-22,,,,,,,,,,,
Termohigrómetro,HUATO,A2000-EX,HT21161673,TER-PR-15,Logística,"Móvil, Transporte",NA,NA,,15-Dic-18,,,12-Dic-19,,,26-nov-20,,,21-nov-21,,10-may-22,,,11-may-23,,,06-may-24,,,05-may-25,,
Termohigrómetro,HUATO,A2000-EX,HT21161660,TER-PR-16,NA,NA,NA,NA,,15-Dic-18,,,13-Dic-19,,,26-nov-20,,,21-nov-21,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-17,NA,NA,NA,NA,17-Ene-18,,,,,,,,,,,,,,,,,,,,,,,
Termohigrómetro,HUATO,A2000-EX,HT21161678,TER-PR-18,Validación,"Móvil, Almacén de Validación",Calibración,12,,15-Dic-18,,,13-Dic-19,,,26-nov-20,,,21-nov-21,,,08-nov-22,,,03-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-19,NA,NA,NA,NA,,15-Dic-18,,,12-Dic-19,,,26-nov-20,,,21-nov-21,,,08-nov-22,,,03-nov-23,,,,,,,
Termohigrómetro,HUATO,A2000-EX,HT21161660,TER-PR-20,NA,NA,NA,NA,,15-Dic-18,,,12-Dic-19,,,14-dic-20,,,09-dic-21,,,02-dic-20,,,13-dic-23,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-21,Fabricación ,Acondicionamiento Secundario Frasco,Calibración,12,,11-Oct-18,,,14-Oct-19,,,14-oct-20,,,11-oct-21,,03-oct-22,,,,03-oct-23,,,03-oct-24,,,,
Termohigrómetro,Extech Instrument,445701,ND,TER-PR-24,NA,NA,NA,NA,12-Feb-18,,,,,,,,,,,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-25,Validación,"Móvil, Almacén de Validación",Calibración,12,,22-Dic-18,,,17-Dic-19,,,14-dic-20,,,09-dic-21,,,01-dic-22,,,07-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-26,NA,NA,NA,NA,,15-Dic-18,,,17-Dic-19,,,14-dic-20,,,09-dic-21,,,02-dic-22,,,07-dic-23,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-27,NA,NA,NA,NA,,15-Dic-18,,,17-Dic-19,,,14-dic-20,,,09-dic-21,,,03-dic-22,,,07-dic-23,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-PR-28,NA,NA,NA,NA,,15-Dic-18,,,17-Dic-19,,,14-dic-20,,,09-dic-21,,,02-dic-22,,,07-dic-23,,,,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-29,NA,NA,NA,NA,,30-Ago-18,,,,,,,,,06-jul-21,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-30,NA,NA,NA,NA,,30-Ago-18,,,,,,,,,06-jul-21,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-31,NA,NA,NA,NA,,30-Ago-18,,,,,,,,,06-jul-21,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-32,NA,NA,NA,NA,,30-Ago-18,,,,,,,,,06-jul-21,,,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-33,Validación,"Móvil, Almacén de Validación",Calibración,12,,12-Sep-18,,,12-Sep-19,,,,,,,,03-sep-22,,,,,,,,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-34,Validación,"Móvil, Almacén de Validación",Calibración,12,,12-Sep-18,,,12-Sep-19,,,,,,,,03-sep-22,,,,05-sep-23,,,03-sep-24,,,02-sep-25,
Termohigrómetro,Extech Instrument,445703,ND,TER-PR-35,Validación,"Móvil, Almacén de Validación",Calibración,12,,12-Sep-18,,,12-Sep-19,,,,,,,,03-sep-22,,,,05-sep-23,,,03-sep-24,,,02-sep-25,
Termohigrometro,Extech Instrument,445702,ND,TER-FR-36,Fabricación ,Tableteado 1,Calibración,12,,,,,,,,,,,,,,,,,05-sep-23,,,03-sep-24,,,02-sep-25,
Termohigrometro,Extech Instrument,445702,NA,TER-FR-37,Fabricación,Acondicionamiento Primario Llenado de Frascos,Calibración,12,,,,,,,,,,,,,,,,,,,03-feb-24,,,05-feb-25,,
Termohigrometro,Extech Instrument,445702,NA,TER-FR-38,Fabricación,Mezclado y Tamizado 1,Calibración,12,,,,,,,,,,,,,,,,,,,03-feb-24,,,05-feb-25,,
Termohigrómetro,Extech Instruments,445702,ND,TER-FR-39,Fabricación,Tableteado 2,Calibración,12,,,,,,,,,,,,,,,,,,,,03-dic-24,,,,
Termohigrómetro,Extech Instruments,445702,ND,TER-FR-40,Fabricación,Encapsulado y Abrillantado #5,Calibración,12,,,,,,,,,,,,,,,,,,,,03-dic-24,,,,
Termohigrómetro,Extech Instruments,445702,ND,TER-FR-41,Fabricación,Recubrimiento,Calibración,12,,,,,,,,,,,,,,,,,,,,03-dic-24,,,,
Termohigrómetro,Extech Instruments,445702,ND,TER-FR-42,Fabricación,Encapsulado y Abrillantado 4,Calibración,12,,,,,,,,,,,,,,,,,,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-VA-02,Validación,"Móvil, Almacén de Validación",Calibración,12,17-Ene-18,,,24-Ene-19,,,22-Ene-20,,,25-ene-21,,,26-ene-22,,22-dic-22,,07-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-VA-03,Validación,"Móvil, Almacén de Validación",Calibración,12,,12-Sep-18,,,12-Sep-19,,,10-sep-20,,,03-nov-21,,,08-nov-22,,,15-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-VA-04,Validación,"Móvil, Almacén de Validación",Calibración,12,,12-Sep-18,,,12-Sep-19,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,15-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instrument,445703,ND,TER-VA-05,Validación,"Móvil, Almacén de Validación",Calibración,12,,12-Sep-18,,,12-Sep-19,,,10-sep-20,,,04-sep-21,,03-sep-22,,,,05-sep-23,,,03-sep-24,,,02-sep-25,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-06,Validación,"Móvil, Almacén de Validación",Calibración,12,,16-Nov-18,,,13-Nov-19,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,03-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-07,Validación,"Móvil, Almacén de Validación",Calibración,12,,16-Nov-18,,,13-Nov-19,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,03-nov-23,,,05-nov-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-08,NA,NA,NA,NA,,16-Nov-18,,,13-Nov-19,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,03-nov-23,,,,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-09,Validación,"Móvil, Almacén de Validación",Calibración,12,,16-Nov-18,,,13-Nov-19,,,,,25-ene-21,,,13-ene-22,,22-dic-22,,13-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-10,Validación,"Móvil, Almacén de Validación",Calibración,12,,16-Nov-18,,,13-Nov-19,,,,,25-ene-21,,,13-ene-22,,22-dic-22,,13-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-11,Validación,"Móvil, Almacén de Validación",Calibración,12,,16-Nov-18,,,13-Nov-19,,,14-dic-20,,,09-dic-21,,,02-dic-22,,,07-dic-23,,,03-dic-24,,,,
Termohigrómetro,Extech Instrument,445702,ND,TER-VA-12,NA,NA,NA,NA,,16-Nov-18,,,,,,15-nov-20,,,10-nov-21,,,08-nov-22,,,03-nov-23,,,05-nov-24,,,,
